Time (s),Total Distance (per second),Average Speed (units/s)
1,3763.132923137483,3167.381751684675
2,2006.0667555605773,1634.1653825923738
3,2088.3661260573695,2131.9169392598064
4,1214.6585279626267,1280.885856487068
5,1975.9385278566333,1629.2095419263928
6,780.5982399993221,779.194720447555
7,1469.459700896978,1538.880205219265
8,1568.4443698203795,1559.5977030955132
9,2777.130977353893,2187.352083146316
10,1445.3125236522003,1399.089140737072
11,2523.0440471238867,2544.073005626337
12,1122.2669891897833,1140.0609390576487
13,1851.0245818380877,1464.4601778309723
14,1230.1239707183147,1391.0601971705964
15,2014.048703151087,2254.93114439536
16,1864.9810377567062,1864.2512552571939
17,1213.915915225565,1225.356781613406
18,788.0740986143602,791.6770202705541
19,2095.987926149919,2042.8091395108522
20,1522.009269218977,1528.2587056399298
21,399.87450939199357,401.57059800997615
22,407.5929233069629,410.1660729336445
23,1188.1138927783363,1225.9805629846644
24,2310.146869955532,2325.4745109063215
26,1000.6313406571217,2281.2200980155976
27,965.9733660175565,923.5052651972674
28,424.9565668308264,1543.1212299062927
29,1090.520205975453,1077.2477420434634
30,602.0056691461655,603.5803309438718
31,502.8790341249955,502.89354953584683
32,1069.4865074617678,1038.9809217585155
33,788.5777082084788,1337.1881561069122
34,1153.51895574753,796.8314977245066
35,485.0755864782767,609.1020354171676
36,346.1261424266887,346.83814462044694
37,1429.723950877292,1711.5161412317539
38,826.2553909346284,821.1913798085457
39,1400.4645227487727,1401.1145750697365
40,1339.6510953785782,1135.855492378167
41,1289.0778025215902,1415.4824955963604
42,1270.4727036342474,1252.4745168268462
43,963.6931165893295,793.9137613789605
44,784.0446886221872,742.6718988337832
45,1286.413412043134,1287.1499328055775
46,616.9111114686887,554.9614096574192
47,1180.5289089024434,1287.546469363099
48,803.7317364155094,809.6716532490038
49,545.9087664512957,520.5017251743308
50,1445.8114202223446,1429.7139289443453
51,2065.516916870266,1426.4436240612345
52,972.5837107245692,972.7968889087464
53,548.4929110468995,549.4428382088946
54,817.9571164824389,782.7665578750714
55,456.2180544942829,533.909396153048
56,552.1133848609044,535.7993882830982
57,760.8756850109921,855.7551115211297
58,617.7043977777325,456.574431352249
65,2266.533833771804,1923.6986238733755
72,2076.0162296571893,1490.7987180593911
73,1291.468642427537,878.896688578326
74,1642.8985615555707,1298.6265677899517
83,1073.6637049691544,1576.0829859183848
84,660.4872187495761,2697.982364103062
85,1470.7391291578083,1482.650351352433
86,1586.4262516374667,1604.784808703517
88,758.6694652242022,681.7394713936836
89,24.3339880101166,783.4081206349185
90,2365.009074217674,835.2977745224082
92,1973.1431918711455,837.4827138512794
93,77.33581720051043,841.2083006914222
97,903.9880537342885,739.6843631841007
98,173.60670026784734,5853.246321138941
99,785.9498812860635,611.3840600508662
100,479.7844154337739,615.2272171411252
101,880.6713704116141,1006.8135148018875
102,159.93642670007094,159.51049644069462
103,274.02371254066054,269.82184483454483
104,702.4819283292934,501.06836755253136
105,1096.679297289927,956.4215544403756
106,478.212396446741,478.3421927142845
107,420.1807631402161,347.3173786507614
108,550.8445911804395,557.3812351353499
109,826.8234182862545,834.5542491001846
110,875.2637995537107,722.3008615102408
111,467.68388937705754,463.44622141069664
112,503.75265869738445,508.2762974987692
113,2222.862740141894,1638.8502244875606
114,683.3717922464541,677.5645849337872
115,566.6182276304049,566.2818073982689
116,1103.3368559942282,1150.0786333118017
117,968.3855357965246,938.7758893771969
118,580.57981628568,578.6217369865445
119,499.1803562038534,498.78661083944894
120,706.2721295458491,707.958350412166
121,1416.9648862354804,1375.797834503589
122,575.5151718918227,579.7691906933107
123,459.34551188426167,459.3342473597468
124,701.3694616443283,715.9752084805876
125,1690.4096069844422,1638.7669861554823
126,825.768669277554,824.2042638790547
127,650.3455688277937,630.7996682260584
128,1213.5162845777602,1209.9742372238502
129,258.636172691084,259.4929204218231
130,289.5794541901633,291.04291357893027
131,260.0705310188801,260.4312847110953
132,340.8362047469368,341.8974178299311
133,1496.8948778334902,1497.0858882926898
134,927.2922556657527,942.8541767963515
135,602.8449700121369,605.4055496145104
136,615.7149313433545,478.14631924743765
137,579.0846458665465,591.0574983718309
138,468.08832710815693,468.5224171293338
139,583.8320553307005,577.8859929423751
140,1042.9836246508135,938.995989748826
141,1001.6142496958614,1109.112605044451
142,733.2079145018978,717.3901406459277
143,317.9167716104248,322.07983878374444
144,622.3296498538874,617.9714517749649
145,734.3612994683124,740.5635180195175
146,1404.8728102234402,1388.9654310364301
147,1740.5110286487345,1574.7336036894949
148,1064.7216657366196,1064.4504258869185
149,795.8773838863764,804.6157287577381
150,482.37490490343464,484.7628605419729
151,1867.9417952716137,1677.8417564265173
152,465.82780580869144,468.5081644395514
153,1632.0083471445107,1629.9282711484666
154,1049.6309193437353,1054.2010396516444
155,586.8492919795934,571.9901747835247
156,757.837076699839,760.1625995970403
157,1466.2056817288376,1131.2222609124472
158,1186.0919282432815,1303.1175282203128
159,1059.2821560969805,1050.7211412701865
160,1578.7577353664917,1551.9915031949686
161,1041.0631757846843,1041.0768908061764
162,648.4393523833502,648.2676665159402
163,2202.1392975584126,1631.7514083427604
164,1822.2282385205544,2080.0687178321946
165,781.1377344573939,761.345387557985
166,734.9814952153693,736.4910639248128
167,669.6828218721363,512.4589464271154
168,1914.923638116539,2339.781496314389
169,517.3624969619697,518.377251093217
170,1764.736240179158,893.083875746123
171,688.5741478559208,673.0570158116328
172,672.3436545459602,681.7379673312339
173,1113.3143349103266,1142.602177485504
174,606.0018789949513,605.2446375278346
175,697.961518033176,677.2721469561513
176,1068.7591831086143,1047.8638438216583
177,1418.7633310903552,1390.4072862137589
178,844.6874527329256,848.7210919539444
179,471.6631480578746,473.63444207839416
180,1465.387451025428,1489.2183673868967
181,467.2505756357921,471.16067247382614
182,1380.751520126228,1362.0256717754505
183,1568.3620733165953,1584.9695626222685
184,1194.9109874347316,1139.7477013532161
185,988.7984206851097,994.8429943576859
186,790.4857311192244,795.4720057972243
187,1414.0843200708728,1225.5080065200975
188,706.6669840454185,699.0573976681222
189,871.0137376990533,886.2539955249074
190,463.73814159434045,466.9085305112609
191,1255.11495453814,1255.310084698214
192,484.9425438962369,479.99747326368964
193,886.4203460971432,906.1699314766144
194,1798.151557255984,1848.6515829136083
195,931.1887800486631,981.1667258467269
196,619.2622288486613,622.1228455978237
197,1033.0653533620127,1011.0228692499326
198,1442.8322684087884,1134.6888924068721
199,4817.009691217374,5748.534092557441
200,974.6281829672218,978.0559977760194
201,216.76697058242453,215.74748108282037
202,357.3726123686959,359.1110362172307
203,847.0158798084841,843.2650251681948
204,563.649795762437,549.7161118565194
205,597.4515257585709,514.3421126164714
206,655.001115924948,659.1023774867921
207,286.25965100537155,285.87135570542944
208,892.0364207973471,898.5552462381817
209,399.93284836778065,285.91629842854206
210,808.266734993465,887.5585310159934
211,1055.709870941213,1081.3299058567095
212,417.65026788462154,419.74515883564385
213,995.8611397674199,1001.0201468895768
214,354.46766103650685,342.9279588143064
215,1574.9699807846732,1392.9278162450025
216,923.2994108589196,923.2308333794826
217,169.06699972064595,169.57771252378288
218,362.6208371914356,363.04812509994116
219,315.7386797697924,314.9999137169539
220,730.6967846481413,546.3592177005917
221,590.2261090540333,591.8073312927885
222,380.5278628536646,384.594625267131
223,387.7609291886524,387.90673179981576
224,324.3104477936776,316.94129014586827
225,230.06168571335812,231.19939295738843
226,505.6467209553874,504.6080122279852
227,389.4649118232082,390.3921887925542
228,194.67776849256353,194.956383690088
229,641.4020430890926,541.1342138114705
230,550.3217103277232,364.7524853632676
231,744.1463435077449,730.0229412305796
232,943.3285747961914,514.4235848789893
233,1892.2182523098738,2067.886684213119
234,1428.3499676527726,1439.3304637210335
235,766.8991828879552,782.7165018769243
236,1157.80726527162,1156.9808735151985
237,1792.684895963255,1578.8552946962507
238,918.8424461689737,1036.3188297992506
239,612.1285548322102,611.0814431068746
240,2584.99252217548,2189.687257926912
241,743.8740043556392,744.1383808622979
242,999.0563046867654,1006.437117789653
243,772.9085461845741,749.1916647604103
244,985.5900482142138,1004.096826027999
245,524.0239543886642,535.0153627046108
246,277.1777403189962,281.05346201852444
247,827.3880995050046,831.9245793732532
248,588.676907544449,609.8326704630597
249,793.3492414910675,776.467311009478
250,654.1374193361124,656.7270446840722
251,662.0208304638589,664.3129281823093
252,1302.931251368217,1267.5390014355448
253,470.7906022452209,474.60132113701997
254,727.7888915442918,740.7874999493448
255,626.6002175019102,630.2195698841025
256,750.8519513626355,752.234511599149
257,735.8057436392047,735.471975489763
258,976.7885588037767,969.7839951838467
259,640.9192832420212,641.2988160397848
260,779.3231099588371,786.3107454434702
261,1628.61523058589,1633.4129417219656
262,812.6422226194453,784.3195880481009
263,611.8766648397122,606.3938490229175
264,653.5972777268597,654.8738674068467
265,458.3557975130084,461.19679899915184
266,407.5738883371575,410.1698531952473
267,490.23897489295996,498.71844855791807
268,679.1375362435481,677.8272190570904
269,514.4260350353368,537.5212741247568
270,471.2711032245404,472.59987502834736
271,416.2549654504676,419.48963603821016
272,1602.5694313987851,891.1890386890757
273,1962.8160396541878,1953.1822628104235
274,303.25134686724056,304.30332898744916
275,1807.8317988008935,1729.7547824491678
276,2734.7156988356282,2918.0208876977995
277,914.9209880870742,917.33900390403
278,1215.6490567633414,1219.4698401321612
279,1379.8408597903197,1401.9344107019804
280,1320.33078292363,1076.1175117110479
281,971.4556684643605,971.5075753938826
282,399.34788081769165,390.88195740369594
283,975.9402663206932,1010.1887072157381
284,575.585760446688,576.8760724240223
285,518.3128902430506,520.3810752384355
286,989.6440839112671,764.0268443355516
287,555.7272416505408,557.5658940961994
288,354.8934286898234,355.39929155586236
289,790.7394783862381,793.1922856799948
290,2320.0968300336326,2300.3254629776375
292,1522.091244920708,1478.165059440385
293,739.7923556218077,848.2768091758155
294,567.8762815438592,570.7019510711837
295,303.5128529347432,305.66673193255656
296,390.127525657171,390.5746469697632
297,447.5715189247997,448.517082661392
298,550.062669941777,579.5139046554101
299,1188.7840543857753,1088.233439384491
300,587.0191823205569,587.5132669769852
302,1807.3715301635111,623.0121155923707
303,2221.1814069138213,3400.4977073666937
304,1599.4989760621895,1576.636147082105
305,777.2637687164705,783.7700598985041
306,668.4498626112021,554.0760374732733
307,807.0920969287961,621.4702510354732
308,280.22271824395455,281.89355531751994
309,1005.5907679507263,1059.6837226881282
310,838.965338117893,844.7176167564082
311,705.9070914828998,686.9645981132468
312,639.8287554387247,641.9739337773514
313,736.4295698339307,741.3561937698705
314,432.57654104831175,433.9408260928982
315,616.685038406006,620.6787618865076
316,1610.6599897322988,1372.388914819582
317,1366.4578115834934,1366.946248486546
318,1572.6877923078591,1568.266186833583
319,1307.6188626460441,1314.0396455548791
320,198.98191184804463,193.57744111476606
321,532.7496980185279,542.4259425323634
322,787.8817030749381,755.0493791940852
323,1048.1135364705844,986.6205231503706
324,835.2546670105887,878.7049263310329
325,621.1746685759147,635.8214842716511
326,668.1912081779727,680.5627109692858
327,590.047838638575,611.9665763275816
328,846.9297440455179,982.6044512435587
329,957.9735483285406,1036.4945246662237
330,710.2271830478957,678.7602196725346
331,653.9296879488368,700.1809743591795
332,576.6313547243574,675.2888436541159
333,520.4961312895073,576.0206911251495
334,645.7297150548372,861.3782122404899
335,560.3961373548492,571.0686257212077
336,1213.3156267983757,1221.2577904755137
337,1819.5777330412561,1821.9302375915502
338,613.3890264067186,613.704129141358
339,2084.2960534282624,2098.984460229757
340,1971.3497427568295,1371.2033889531124
341,975.3241327094056,1811.9991139592305
342,1036.978196392909,1039.622361705447
343,1654.008665767577,1666.8185545268602
344,496.614574675298,498.3915591496905
345,490.6068947823561,538.089876669249
346,304.03395733436327,774.860903137992
350,1180.70281117712,944.2629878844867
351,178.28944334596397,685.3743141698615
353,1936.835152234958,867.4593653708612
354,699.5140887988749,2101.9131248733165
355,2293.276793187513,2048.223719931485
359,2533.0889831072877,2720.941263252834
360,346.58213307653125,2412.0600124181747
362,2404.890121314133,1810.276039777806
363,1943.7635444065977,4598.185028899884
364,2114.0659100930184,2142.8948258290834
365,999.3201583462305,908.8741503481509
366,2564.14103966762,2512.278770453713
367,739.1654879766116,740.2601830931048
368,1212.6915208931816,1026.8003476732613
369,340.44965973366925,331.4532152089467
370,342.9368110070357,341.9896058592614
371,1545.7678254970424,1574.0001962682993
372,913.3890432376292,897.7838865910987
373,838.7110483491994,847.5826050836245
374,1107.3512193994384,1133.4866440763822
375,1102.6947842944642,954.9755245461592
376,806.4985697861848,835.5188353127535
377,747.1066535497623,747.5736349352934
378,570.724389761055,553.8555884407973
379,2146.1050865725306,2298.464780447864
380,1532.2575413715767,1650.104181004215
381,1273.2132867708447,1281.793411038353
382,877.503762854695,870.8756328210976
383,902.5648483173114,860.8829649457331
384,504.38705391382956,507.0465410778141
385,646.6445296779157,649.8591186486163
386,1141.1365303913544,1146.6711287573912
387,1462.8397827909148,1305.8632322645014
388,1482.936842803158,1519.7317995902229
389,717.8260884865398,725.6123300676256
390,790.5326012054873,835.7919019882474
391,548.8585150548533,553.6778841685928
392,657.4245190581393,726.6326326645631
393,450.5410824251651,450.09181169979985
394,423.4642497780275,425.67702401089986
395,629.9001515606295,647.9612151054301
396,612.1561103504749,618.2052451469268
397,728.4224253620405,705.3231299047828
398,1091.8473036022126,1227.2459004845762
399,960.3997786962065,964.055712456056
400,965.0639396690495,967.7524338550915
401,888.0378479909358,907.462753625125
402,2001.134174217768,1947.4693292964344
403,2654.0109319037315,2725.33255887472
404,893.4664177925374,896.4713758068087
405,2334.9724231174155,1650.6684758900983
406,550.514907313823,548.2832137378673
407,1872.0669714424137,1824.0969159790081
408,680.6091408456866,683.8656685370291
409,1833.8653326052706,1938.8511966677218
410,1333.2305345647694,1319.6206056907747
411,1305.2969098444732,1130.0589693855434
412,1331.6415544682873,1341.9272909661515
413,736.0318334275647,736.9898210347505
414,1173.8351139836552,1195.0819700500788
415,683.5883569994949,692.0333616079681
416,1028.7233923542412,1037.0330864789933
417,1108.420434794487,1078.5786054363855
418,1080.9418067167005,995.4338258121472
419,840.6138881280013,876.4920504918992
420,1039.4497361932629,1076.1569913497826
421,3593.810133020941,3574.620694800311
422,893.3808764847155,798.2229158571157
423,469.8177159977959,468.8653684326778
424,1701.4901284089037,1762.7653783210048
425,2156.512355031908,2175.7320011298643
426,706.3254041134447,705.5263194254748
427,565.2957297303551,552.4283562572763
428,697.1269890404039,671.8373153442129
429,329.04601559523303,330.137211824344
430,824.3684519636632,694.401617088706
431,435.7937672519651,440.87939903475825
432,1652.2287733874155,1663.6837341151308
433,1384.5111345557852,1387.0690876614103
434,1022.5489675037976,1028.6833789159093
435,721.5611904857242,704.1580923695485
436,664.642986961315,688.0429629608692
437,1402.5597748020614,1384.6349060332566
438,924.5237612457641,942.8631819716136
439,352.2731930777494,353.85288942481344
440,526.9124186464722,410.9369466323164
441,591.0915653152574,644.184855130324
442,502.52579623177326,502.46341545791614
443,497.1286209544655,500.4394512182749
444,1508.8147842082003,1522.1094686586084
445,2073.246325557352,2163.227512189793
446,1850.7933316141944,1821.7156956026668
447,3536.386136807421,3537.8246673032586
448,2366.878706964519,2437.548177294217
449,639.9691526354744,639.1085254745124
450,665.8277974208424,667.46606226081
451,1226.6760545404886,1221.3687197650047
452,2176.4637024324375,2223.181588163658
453,503.1035302414523,519.23067227275
454,1074.8023860188266,1038.1569738583596
455,1304.6456459383992,1290.8436311390585
456,1092.6703831082648,1034.2173755450874
457,695.6581031424233,703.8860819385942
460,1220.9533914881156,200.08283377429146
461,923.3690854711883,1051.8003861806583
462,1064.4335969827575,958.5994742958231
463,805.5140109731394,465.24599719715485
464,948.4179330660019,1002.7491389729779
465,641.4212407374326,620.4556355007411
466,1019.7375861916742,1000.6467125499632
467,1031.351002465113,1039.4845448128772
468,775.4732524378362,779.228927207923
469,1049.6174881028257,1022.8843510511092
470,895.4457079870698,986.934674557824
471,784.2133403423427,878.5878106536647
472,1221.421060978044,1217.1762016734506
473,1602.1763359005909,1617.5867912260928
474,1150.4231009288,1165.337055239491
475,1545.2231780623986,1253.8446141005556
476,1468.8796114521667,1458.6039998382591
477,2088.3814649562282,2076.3766154188893
478,723.5844267080998,740.1261930021982
479,759.3579876011703,775.8379000822638
480,440.1570428435573,440.43314917594233
481,426.10343731943124,427.1420530081877
482,1367.0083449361957,1445.2210768309076
483,1693.077849857168,1911.5583585611678
484,1727.4388083508125,1677.718991565209
485,779.5005691986913,797.4247244947363
486,1552.556819147145,1558.2864260043357
487,1362.1591182433995,597.9609506202114
488,969.383116212508,1001.050135776515
489,1053.5494138502838,1048.000901131071
490,1158.6394121930546,1145.9412289994352
491,1507.445666133751,1776.1104742569826
492,1055.8659592226732,1055.1220977568769
493,1478.0592321451004,1458.3507367259385
494,2302.1055149897657,2299.3050750668153
495,1977.218986974174,1927.9698230721222
496,1703.890270798548,1711.6670867050518
497,1397.2610162181802,1370.618940920676
498,1600.9821818802793,1465.7877360328523
499,1322.102112095999,1619.11806312872
500,456.0170132992588,455.4835751187839
501,1018.9323895330393,1011.7525935944242
502,1622.3006403296977,1325.6690068392297
503,980.1992134042817,1133.6702728416221
504,880.3305517147021,842.4118863598618
505,552.0607726814923,552.8244613231099
506,490.2737183491578,492.1305726438012
507,494.4284159331066,496.017318128163
508,411.4769579773513,388.4704533699925
509,830.212176626762,832.7439733952532
510,633.3944837459516,567.0593327419956
511,610.2693586069495,688.3206452548943
512,566.4062011056538,566.0693114474066
516,3094.991271057191,2306.041073842691
517,250.18320259956784,1352.6961464309038
518,1146.692996142365,1137.6396150239993
519,597.7853918879521,555.7966146726195
520,996.3975504664472,1186.4578103732845
521,778.1685065996799,787.7436898704487
522,819.3406778755558,818.865914741258
523,803.1114733645297,808.7176633919549
524,1069.632867980635,984.7485361424743
531,4656.253247561433,2100.560445538165
534,952.6283772629395,1301.566602034913
535,1531.1853423078169,3738.3365579323627
536,404.93377432251526,405.6437672643356
537,632.8387722293862,567.8598002630337
538,310.4903763633571,311.5131800685963
539,454.20557452280707,455.8697555726698
540,1030.3833670923545,1033.6862825661456
541,2380.012865544862,2182.3557040711053
558,2226.9139196223714,780.2732728292174
559,4201.078764873345,4534.074149715611
560,1526.7155392597022,1793.138215822689
561,1247.2368326856379,1227.017263272133
562,428.3836121948542,414.77575840581835
563,1040.2120850753065,1035.6464788618416
564,1434.0011931336435,1449.78018186556
565,1074.5125267284031,971.3167319297476
566,1225.258047054336,1224.2480061003696
567,568.2121975593661,569.3888044556859
568,1411.2350925610208,1346.4674934454272
569,1576.0222866603337,843.2693824893993
570,1434.4180835280604,1036.2816477716917
571,1224.2241450042368,1190.699519157166
572,727.6699748080011,675.8316327064239
573,412.5602241177916,415.98853745599064
574,562.0975015599724,558.6751948268939
575,601.7233474504574,602.514006665291
576,1152.329575878003,1078.0422904843058
577,1317.3316016280962,1335.728793178888
578,2516.027110475259,2376.947339026802
579,409.2226179522853,412.5670065357308
580,711.4332742843242,708.1153899329471
581,896.6083154620434,655.7822345358071
582,744.8672678126078,740.4198271386425
583,770.3625226717654,761.9130291622733
584,811.1053112850268,816.3937194014648
585,1246.166391425971,1249.0434543823567
586,700.8817196449342,704.4748131801131
587,948.4759330288088,936.8116997528526
588,324.8087617135869,324.9915139246108
589,430.19064389292413,432.8338824458428
590,2236.851466214753,2256.971067970655
591,602.9262426791279,588.1647122172649
592,4570.703460912203,3919.4103885121294
593,1164.6326559420215,1175.139314817012
594,813.1657609654811,825.9974334192622
595,627.9493871259745,628.6201088451031
596,710.4872822647521,598.6989201394649
597,245.95033349490487,247.08420422468728
598,102.2684609740294,102.54933171896191
599,158.3513758740693,158.8369478834174
600,907.7808177829538,918.4141939328523
601,522.2224650724917,460.6310524395637
602,562.5474919390067,559.2557019029728
603,352.00368415808964,353.4628394558051
604,535.8836940377827,528.4533167292275
605,924.8715984567206,967.9863364522901
606,1015.9908754959494,1016.1698207964188
607,632.6323903898028,633.9923203146986
608,341.35350882447955,345.91842722617184
609,1492.9455135797339,1296.2088621900637
610,928.5538970186519,934.8473890305114
611,564.322007880609,547.796586691579
612,521.0876627482846,522.5059054774175
613,671.3484749913798,672.3028424075045
614,618.9541563857615,622.9961826589878
615,550.1786499664461,553.2651464143727
616,1035.2405516205117,1037.007553991534
617,994.0111635859834,1000.0500720240218
618,343.63550910112025,304.72975678930504
619,836.0608352142476,867.6363025892504
620,374.4445909429992,364.5800386881822
621,434.63035899144325,432.7154527094118
622,524.9223959911161,523.1142409756758
623,477.10185774325106,478.2787161533631
624,637.5699993005007,640.2254727717535
625,681.2982670376587,666.4035599590223
626,758.4706097810677,810.9662435879982
627,1054.6278974966285,1045.331295763019
628,595.9774715091465,596.978547507685
629,543.1319503523692,535.4299859544321
630,539.371059378679,524.8972774008067
631,528.8673074688456,531.6666526279125
632,699.7401235247895,702.8590838612821
633,709.7521218694218,708.5572214550416
634,311.86807253312475,312.215073983546
635,1082.9431489744065,970.559423308754
636,403.3586604334093,404.68754770684956
637,780.0971004372681,785.8887743352346
638,1990.881942594095,1633.833386092318
639,2248.981624206317,2521.7684710747035
640,445.9947610716566,433.74537375409113
641,900.8137682083095,1843.9266444648415
642,2161.2916852333774,1290.9546644166946
658,743.7292489170655,47.07348518258699
667,1366.4760685115289,593.1377652471996
668,1786.3257441644448,1608.7304154720337
669,1100.6429124094586,1102.944819478933
670,877.9150588308471,1057.970571100503
676,792.1666645384732,1190.6660577535938
677,1243.7055578151967,1880.002917681836
680,438.4438998039921,570.3595647375774
681,942.8832964368911,1443.2825684322488
682,1278.025127181983,1244.2368310240543
683,590.9019226935443,592.580477334856
684,500.0310643379246,501.70985161684206
685,363.82374511563154,366.4864999413812
686,532.2871670670016,543.8728445338039
687,1809.5981400130206,1904.6215287376929
688,1678.5402813941678,1485.4888648924834
689,715.1002978623251,645.6186770801916
699,1309.7697831019227,2123.3399682000427
700,904.2932507442014,1546.0112063707943
701,1598.751663632764,1591.153879497089
702,1171.4546861566425,1069.8237882319665
703,1107.0289627614795,1343.2620232642264
704,3507.646384886076,2743.93924250133
705,1522.3499333880666,1501.6141749389733
711,1587.410777066478,958.2430789061406
722,3032.965683156497,13439.835792646874
723,3219.425541669891,13107.256689275631
724,3843.131663198959,4082.318905145464
725,1843.4463987274432,1717.0225283235488
726,1132.9163245336479,1104.9524099074763
727,232.892256661366,226.33195747006178
728,2031.7553370960554,1988.4944670522532
729,390.3973428239774,389.8492795473132
740,483.2789371631149,41.52491019081399
741,507.4175723837216,1869.1409795924
742,1204.5092821518153,1231.189918831502
